Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Tissue,dev_stage,Age
SRR3581356,RNA-Seq,50,1261009150,PRJNA314076,SAMN05170713,Plant,875988995,MOSCOW STATE UNIVERSITY,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795720,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Root (R ),SRP075604,Root,,7 day
SRR3581383,RNA-Seq,50,1660138800,PRJNA314076,SAMN05170714,Plant,1131021057,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795729,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Leaf Petiole of the young leaf (L.PET.y),SRP075604,Leaf petiole,,7 day
SRR3581388,RNA-Seq,50,1179067900,PRJNA314076,SAMN05170715,Plant,805327650,MOSCOW STATE UNIVERSITY,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795734,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Leaf Lamina of the young leaf (L.LAM.y),SRP075604,Leaf blade,,7 day
SRR3581499,RNA-Seq,50,1247229000,PRJNA314076,SAMN05170716,Plant,844514564,MOSCOW STATE UNIVERSITY,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795738,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,"Leaf Petiole, intermediate 1 (L.PET.i1)",SRP075604,Leaf petiole,,9 day
SRR3581591,RNA-Seq,50,1667048750,PRJNA314076,SAMN05170717,Plant,1143120472,MOSCOW STATE UNIVERSITY,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795740,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,"Leaf Lamina, intermediate 1 (L.LAM.i1)",SRP075604,Leaf blade,,9 day
SRR3581639,RNA-Seq,50,1305171000,PRJNA314076,SAMN05170718,Plant,884739993,MOSCOW STATE UNIVERSITY,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795741,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,"Leaf Petiole, intermediate 2 (L.PET.i2)",SRP075604,Leaf petiole,,12 day
SRR3581672,RNA-Seq,50,1332528750,PRJNA314076,SAMN05170719,Plant,905174951,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795742,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,"Leaf Vein, intermediate 2 (L.VN.i2)",SRP075604,Leaf midrib,,12 day
SRR3581676,RNA-Seq,50,1253789700,PRJNA314076,SAMN05170720,Plant,850719681,MOSCOW STATE UNIVERSITY,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795744,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,"Leaf Lamina, intermediate 2 (L.LAM.i2)",SRP075604,Leaf blade,,12 day
SRR3581678,RNA-Seq,50,1141124500,PRJNA314076,SAMN05170721,Plant,772613246,MOSCOW STATE UNIVERSITY,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795746,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Leaf Petiole of the mature leaf (L.PET.lg),SRP075604,Leaf petiole,anthesis of the first flower,
SRR3581679,RNA-Seq,50,1250482600,PRJNA314076,SAMN05170722,Plant,852920206,MOSCOW STATE UNIVERSITY,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795748,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Leaf Vein of the mature leaf (L.VN.lg),SRP075604,Leaf midrib,anthesis of the first flower,
SRR3581680,RNA-Seq,50,1349687650,PRJNA314076,SAMN05170723,Plant,921181275,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795749,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Leaf Lamina of the mature leaf (L.LAM.lg),SRP075604,Leaf blade,anthesis of the first flower,
SRR3581681,RNA-Seq,50,1283053100,PRJNA314076,SAMN05170724,Plant,820019764,MOSCOW STATE UNIVERSITY,public,"sra,fastq","gs,s3","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795750,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,"Leaf, mature (L.lg)",SRP075604,Leaf,anthesis of the first flower,
SRR3581682,RNA-Seq,50,1246643150,PRJNA314076,SAMN05170725,Plant,857565209,MOSCOW STATE UNIVERSITY,public,"sra,fastq","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795751,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Leaf Petiole of the senescent leaf (L.PET.sn),SRP075604,Leaf petiole,first silique was yellow and ready to open,
SRR3581683,RNA-Seq,50,1318390400,PRJNA314076,SAMN05170726,Plant,907002040,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795756,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Leaf Vein of the senescent leaf (L.VN.sn),SRP075604,Leaf midrib,first silique was yellow and ready to open,
SRR3581684,RNA-Seq,50,1172671250,PRJNA314076,SAMN05170727,Plant,779884927,MOSCOW STATE UNIVERSITY,public,"sra,fastq","s3,gs","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795762,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Opened Anthers (F.AN),SRP075604,Opened Anther,anthesis of the first flower,
SRR3581685,RNA-Seq,50,1189191750,PRJNA314076,SAMN05170728,Plant,791381427,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795769,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Carpels of the mature flower (F.CA.ad),SRP075604,Carpel,anthesis of the first flower,
SRR3581686,RNA-Seq,50,1159831050,PRJNA314076,SAMN05170729,Plant,773079552,MOSCOW STATE UNIVERSITY,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795774,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Anthers of the mature flower (F.AN.ad),SRP075604,Anther before opening,anthesis of the first flower,
SRR3581687,RNA-Seq,50,1543311150,PRJNA314076,SAMN05170730,Plant,1028797979,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795783,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Stamen filaments of the mature flower (F.FM.ad),SRP075604,Stamen filament,anthesis of the first flower,
SRR3581688,RNA-Seq,50,1199474550,PRJNA314076,SAMN05170731,Plant,793911288,MOSCOW STATE UNIVERSITY,public,"fastq,sra","s3,gs","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795791,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Petals of the mature flower (F.PT.ad),SRP075604,Petal,anthesis of the first flower,
SRR3581689,RNA-Seq,50,1188298400,PRJNA314076,SAMN05170732,Plant,793284047,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795803,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Sepals of the mature flower (F.SP.ad),SRP075604,Sepal,anthesis of the first flower,
SRR3581690,RNA-Seq,50,1281570900,PRJNA314076,SAMN05170733,Plant,862118591,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795814,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Carpels of the young flower (F.CA.y),SRP075604,Young carpel,stage 9,
SRR3581691,RNA-Seq,50,1432573100,PRJNA314076,SAMN05170734,Plant,969782638,MOSCOW STATE UNIVERSITY,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795824,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Anthers of the young flower (F.AN.y),SRP075604,Young anther,stage 9,
SRR3581692,RNA-Seq,50,1249143400,PRJNA314076,SAMN05170735,Plant,839761407,MOSCOW STATE UNIVERSITY,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795837,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Sepals of the young flower (F.SP.y),SRP075604,Young sepal,stage 9,
SRR3581693,RNA-Seq,50,1323916800,PRJNA314076,SAMN05170736,Plant,848113138,MOSCOW STATE UNIVERSITY,public,"fastq,sra","gs,s3","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795852,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Flower 1 (F1),SRP075604,Flower 1,anthesis of the first flower,
SRR3581694,RNA-Seq,50,1190200000,PRJNA314076,SAMN05170737,Plant,807249344,MOSCOW STATE UNIVERSITY,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795861,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Flower 2 (F2),SRP075604,Flower 2,anthesis of the first flower,
SRR3581695,RNA-Seq,50,1305536250,PRJNA314076,SAMN05170738,Plant,870085593,MOSCOW STATE UNIVERSITY,public,"sra,fastq","s3,gs","s3.us-east-1,gs.US",Col-0 (CS70000),SRX1795871,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Flower 3 (F3),SRP075604,Flower 3,anthesis of the first flower,
SRR3581696,RNA-Seq,50,1137120850,PRJNA314076,SAMN05170739,Plant,758550544,MOSCOW STATE UNIVERSITY,public,"fastq,sra","s3,gs","gs.US,s3.us-east-1",Col-0 (CS70000),SRX1795883,Russia,Europe,Russia: Moscow,Illumina HiSeq 2000,,SINGLE,PolyA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2016-08-26T00:00:00Z,Flower 4 (F4),SRP075604,Flower 4,anthesis of the first flower,
